task,base_sample_id,image_filename,query,expression_structure,target_category,target_coco_match_iou,same_category_distractors,gt_area_ratio,baseline_state,result_state,transition,baseline_iou,result_iou,iou_delta,baseline_box,result_box,gt_box,candidate_applied,baseline_zero_box_class,baseline_zero_match_category,baseline_zero_match_iou,result_zero_box_class,result_zero_match_category,result_zero_match_iou
t2_vqa_grounding,hallu_000022_COCO_train2014_000000441108,COCO_train2014_000000441108.jpg,the person holding the child,relation,person,1.0,1,0.35382316113281254,overlap,overlap,nonzero_remained_nonzero,0.981715965677094,0.9667811820221999,-0.01493478365489409,"[46.0,68.0,314.0,476.0]","[45.0,69.0,317.0,470.0]","[44.32,69.73,312.43,475.14000000000004]",True,,,0.0,,,0.0
t2_vqa_grounding,hallu_000023_COCO_train2014_000000560809,COCO_train2014_000000560809.jpg,the bed next to the nightstand,relation,bed,1.0,1,0.5143796052631578,overlap,overlap,nonzero_remained_nonzero,0.4274820304444604,0.4335025334050693,0.006020502960608853,"[52.0,155.0,378.0,405.0]","[54.0,156.0,378.0,409.0]","[115.54,150.14,638.74,413.15]",True,,,0.0,,,0.0
t2_vqa_grounding,hallu_000024_COCO_train2014_000000016547,COCO_train2014_000000016547.jpg,the catcher behind the batter,relation,person,1.0,2,0.15569688281249996,overlap,overlap,nonzero_remained_nonzero,0.9252809605173996,0.9103038091704607,-0.014977151346938888,"[119.0,50.0,295.0,222.0]","[119.0,50.0,287.0,224.0]","[117.17,50.64,293.33,231.64999999999998]",True,,,0.0,,,0.0
t2_vqa_grounding,hallu_000025_COCO_train2014_000000407806,COCO_train2014_000000407806.jpg,the person holding the cell phone,relation,person,1.0,3,0.685167025390625,overlap,overlap,nonzero_remained_nonzero,0.9744126359681458,0.9701024761455151,-0.00431015982263061,"[182.0,14.0,640.0,471.0]","[184.0,15.0,640.0,470.0]","[178.18,15.03,636.36,474.41999999999996]",True,,,0.0,,,0.0
t2_vqa_grounding,hallu_000026_COCO_train2014_000000532603,COCO_train2014_000000532603.jpg,the donut in front of the cup,relation,donut,1.0,2,0.10100267361111114,overlap,overlap,nonzero_remained_nonzero,0.10040170961023769,0.0929439374498563,-0.00745777216038139,"[125.0,238.0,295.0,360.0]","[125.0,240.0,296.0,360.0]","[102.97,126.89,270.81,265.54]",True,,,0.0,,,0.0
t2_vqa_grounding,hallu_000028_COCO_train2014_000000321594,COCO_train2014_000000321594.jpg,the umbrella held by the person,relation,umbrella,1.0,1,0.05199406074438203,overlap,overlap,nonzero_remained_nonzero,0.6459395864935559,0.6531631148781328,0.0072235283845769604,"[33.0,291.0,178.0,445.0]","[34.0,290.0,178.0,445.0]","[83.36,288.65,178.07,445.0]",True,,,0.0,,,0.0
t2_vqa_grounding,hallu_000030_COCO_train2014_000000053601,COCO_train2014_000000053601.jpg,the person holding a hot dog,relation,person,1.0,1,0.3652909488932291,overlap,overlap,nonzero_remained_nonzero,0.12266151720555415,0.12283366534071888,0.0001721481351647236,"[340.0,49.0,640.0,476.0]","[340.0,50.0,640.0,476.0]","[114.34,100.31,409.89,480.0]",True,,,0.0,,,0.0
t2_vqa_grounding,hallu_000031_COCO_train2014_000000260248,COCO_train2014_000000260248.jpg,the bowl of oranges next to the sandwich,relation,bowl,1.0,3,0.12821404671167247,overlap,overlap,nonzero_remained_nonzero,0.8655554579761547,0.8843123485204795,0.018756890544324722,"[388.0,317.0,589.0,554.0]","[389.0,317.0,589.0,560.0]","[386.55,331.6,585.64,568.1800000000001]",True,,,0.0,,,0.0
t2_vqa_grounding,hallu_000033_COCO_train2014_000000303144,COCO_train2014_000000303144.jpg,the person next to the curly-haired person,relation,person,1.0,3,0.12055756733021081,overlap,overlap,nonzero_remained_nonzero,0.6907980544418774,0.6771044290721218,-0.013693625369755602,"[458.0,107.0,640.0,344.0]","[458.0,107.0,640.0,349.0]","[450.73,105.22,599.4300000000001,326.78]",True,,,0.0,,,0.0
t2_vqa_grounding,hallu_000036_COCO_train2014_000000095257,COCO_train2014_000000095257.jpg,the elephant in front of the person,relation,elephant,1.0,2,0.37765876822916666,overlap,overlap,nonzero_remained_nonzero,0.9661022291747247,0.9557272482116894,-0.01037498096303524,"[72.0,0.0,488.0,276.0]","[74.0,0.0,489.0,275.0]","[69.03,0.9,484.30999999999995,280.27]",True,,,0.0,,,0.0
t2_vqa_grounding,hallu_000037_COCO_train2014_000000522240,COCO_train2014_000000522240.jpg,the bowl with a spoon next to the pizza,relation,bowl,1.0,2,0.09632689321095572,overlap,overlap,nonzero_remained_nonzero,0.8215733576491764,0.8215733576491764,0.0,"[0.0,294.0,212.0,415.0]","[0.0,294.0,212.0,415.0]","[0.0,303.46,210.67,429.0]",True,,,0.0,,,0.0
t2_vqa_grounding,hallu_000038_COCO_train2014_000000043813,COCO_train2014_000000043813.jpg,the person in front of the truck,relation,person,1.0,2,0.12054111328125001,overlap,overlap,nonzero_remained_nonzero,0.09209367767821733,0.09010690138300391,-0.001986776295213419,"[127.0,124.0,338.0,637.0]","[128.0,124.0,337.0,635.0]","[304.14,216.22,406.49,578.02]",True,,,0.0,,,0.0
t2_vqa_grounding,hallu_000039_COCO_train2014_000000409751,COCO_train2014_000000409751.jpg,the person on the TV screen,relation,person,1.0,1,0.07976059662441039,false_rejection,false_rejection,false_rejection_unchanged,0.0,0.0,0.0,null,null,"[88.75,105.28,221.82,267.93]",False,,,0.0,,,0.0
t2_vqa_grounding,hallu_000044_COCO_train2014_000000537371,COCO_train2014_000000537371.jpg,the person with blue shirt,attribute,person,1.0,1,0.10933759943181814,overlap,overlap,nonzero_remained_nonzero,0.7913414151007981,0.7872173458205899,-0.0041240692802082535,"[179.0,0.0,339.0,165.0]","[179.0,0.0,340.0,165.0]","[166.78,0.67,330.66999999999996,183.83999999999997]",True,,,0.0,,,0.0
t2_vqa_grounding,hallu_000045_COCO_train2014_000000069700,COCO_train2014_000000069700.jpg,the person in front of the bookshelf,relation,person,1.0,2,0.36470592773437494,overlap,overlap,nonzero_remained_nonzero,0.9534725538409988,0.9428190632515763,-0.010653490589422554,"[72.0,23.0,324.0,352.0]","[74.0,25.0,326.0,352.0]","[67.05,24.74,322.46999999999997,346.41]",True,,,0.0,,,0.0
t2_vqa_grounding,hallu_000051_COCO_train2014_000000482252,COCO_train2014_000000482252.jpg,the motorcycle next to the person,relation,motorcycle,1.0,1,0.18094779935747665,overlap,overlap,nonzero_remained_nonzero,0.050450563762221436,0.9226630869953628,0.8722125232331414,"[284.0,126.0,580.0,373.0]","[84.0,145.0,306.0,351.0]","[81.64,141.04,311.3,356.86]",True,,,0.0,,,0.0
t2_vqa_grounding,hallu_000054_COCO_train2014_000000318574,COCO_train2014_000000318574.jpg,the bicycle in front of the person,relation,bicycle,1.0,3,0.3301459463028169,overlap,overlap,nonzero_remained_nonzero,0.37653216376647797,0.04127376383276156,-0.3352583999337164,"[326.0,14.0,541.0,320.0]","[0.0,97.0,264.0,395.0]","[205.97,0.0,630.11,212.22]",True,,,0.0,,,0.0
t2_vqa_grounding,hallu_000055_COCO_train2014_000000555211,COCO_train2014_000000555211.jpg,the couch next to the coffee table,relation,couch,1.0,2,0.15122781282688283,valid_zero,valid_zero,valid_zero_unresolved,0.0,0.0,0.0,"[0.0,336.0,437.0,476.0]","[0.0,336.0,437.0,476.0]","[214.95,155.77,542.48,297.02]",True,wrong_same_category_instance,couch,0.9105475939849624,wrong_same_category_instance,couch,0.9105475939849624
t2_vqa_grounding,hallu_000060_COCO_train2014_000000519685,COCO_train2014_000000519685.jpg,the person sitting on the couch,relation,person,1.0,3,0.08846923423423424,overlap,overlap,nonzero_remained_nonzero,0.9456777293237382,0.9456777293237382,0.0,"[28.0,80.0,130.0,232.0]","[28.0,79.0,130.0,231.0]","[27.76,82.01,128.41,228.36]",True,,,0.0,,,0.0
t2_vqa_grounding,hallu_000061_COCO_train2014_000000230160,COCO_train2014_000000230160.jpg,the person in front of the skis,relation,person,1.0,3,0.13456206295763598,overlap,overlap,nonzero_remained_nonzero,0.10976864365357561,0.10354369709385537,-0.0062249465597202375,"[455.0,72.0,567.0,452.0]","[456.0,70.0,568.0,459.0]","[355.65,74.38,480.02,405.37]",True,,,0.0,,,0.0
t2_vqa_grounding,hallu_000068_COCO_train2014_000000477156,COCO_train2014_000000477156.jpg,the couch next to the TV,relation,couch,1.0,1,0.07499249121779861,false_rejection,false_rejection,false_rejection_unchanged,0.0,0.0,0.0,null,null,"[492.2,283.81,640.0,422.47]",False,,,0.0,,,0.0
t2_vqa_grounding,hallu_000069_COCO_train2014_000000534347,COCO_train2014_000000534347.jpg,the cat next to the person,relation,cat,1.0,1,0.1828139411764706,overlap,overlap,nonzero_remained_nonzero,0.967643689317777,0.9384715194941315,-0.029172169823645455,"[102.0,102.0,261.0,415.0]","[98.0,104.0,261.0,415.0]","[102.13,101.74,258.45,419.84000000000003]",True,,,0.0,,,0.0
t2_vqa_grounding,hallu_000070_COCO_train2014_000000125247,COCO_train2014_000000125247.jpg,the couch next to the coffee table,relation,couch,1.0,1,0.12288776238207552,overlap,overlap,nonzero_remained_nonzero,0.02345850860408086,0.944769574440225,0.9213110658361442,"[228.0,229.0,460.0,343.0]","[450.0,247.0,640.0,415.0]","[445.84,246.21,638.73,419.09000000000003]",True,,,0.0,,,0.0
t2_vqa_grounding,hallu_000074_COCO_train2014_000000190469,COCO_train2014_000000190469.jpg,the person behind the vegetables,relation,person,1.0,2,0.05374317028985508,valid_zero,valid_zero,valid_zero_unresolved,0.0,0.0,0.0,"[192.0,26.0,310.0,214.0]","[194.0,28.0,307.0,215.0]","[396.32,0.47,483.0,192.13]",True,wrong_same_category_instance,person,0.6238888861721116,wrong_same_category_instance,person,0.6174803162754973
t2_vqa_grounding,hallu_000076_COCO_train2014_000000136232,COCO_train2014_000000136232.jpg,the sandwich on the plate,relation,sandwich,1.0,2,0.13790011996600415,overlap,overlap,nonzero_remained_nonzero,0.8865961620596611,0.8756442297385874,-0.01095193232107372,"[102.0,327.0,410.0,455.0]","[104.0,326.0,410.0,457.0]","[100.74,315.1,409.73,451.63]",True,,,0.0,,,0.0
t2_vqa_grounding,hallu_000078_COCO_train2014_000000554598,COCO_train2014_000000554598.jpg,the couch next to the window,relation,couch,1.0,1,0.3315046349299065,overlap,overlap,nonzero_remained_nonzero,0.14830618552251118,0.16233645545865102,0.014030269936139844,"[124.0,160.0,332.0,282.0]","[126.0,159.0,340.0,287.0]","[41.42,209.86,468.5,422.48]",True,,,0.0,,,0.0
t2_vqa_grounding,hallu_000083_COCO_train2014_000000565360,COCO_train2014_000000565360.jpg,the fat person in front of the sports ball,relation,person,1.0,3,0.08572923717248906,false_rejection,false_rejection,false_rejection_unchanged,0.0,0.0,0.0,null,null,"[127.11,55.3,229.95,299.65]",False,,,0.0,,,0.0
t2_vqa_grounding,hallu_000084_COCO_train2014_000000376258,COCO_train2014_000000376258.jpg,the person holding the pizza,relation,person,1.0,1,0.13704911718749999,overlap,overlap,nonzero_remained_nonzero,0.907843190754234,0.8166244773192157,-0.0912187134350183,"[300.0,170.0,640.0,330.0]","[298.0,170.0,640.0,350.0]","[296.16,161.44,640.0,324.7]",True,,,0.0,,,0.0
t2_vqa_grounding,hallu_000094_COCO_train2014_000000483992,COCO_train2014_000000483992.jpg,the dining table with pizza on it,relation,dining table,1.0,1,0.06724132482394368,overlap,overlap,nonzero_remained_nonzero,0.359760485105381,0.28871263346877074,-0.07104785163661026,"[0.0,364.0,447.0,497.0]","[0.0,364.0,557.0,497.0]","[168.28,410.33,433.04999999999995,491.11]",True,,,0.0,,,0.0
t2_vqa_grounding,hallu_000096_COCO_train2014_000000025628,COCO_train2014_000000025628.jpg,the dining table in front of the chairs,relation,dining table,1.0,1,0.17248185481770834,overlap,overlap,nonzero_remained_nonzero,0.9191932145748957,0.8389542307053838,-0.08023898386951189,"[138.0,284.0,438.0,469.0]","[140.0,285.0,467.0,469.0]","[138.07,294.47,435.78,472.45000000000005]",True,,,0.0,,,0.0
t2_vqa_grounding,hallu_000098_COCO_train2014_000000299544,COCO_train2014_000000299544.jpg,the dining table with the pizza on it,relation,dining table,1.0,2,0.7354294341919775,overlap,overlap,nonzero_remained_nonzero,0.7004036106904453,0.7004036106904453,0.0,"[0.0,284.0,612.0,612.0]","[0.0,284.0,612.0,612.0]","[1.38,154.12,612.0,605.22]",True,,,0.0,,,0.0
t2_vqa_grounding,hallu_000099_COCO_train2014_000000010130,COCO_train2014_000000010130.jpg,the person next to the cell phone,relation,person,1.0,3,0.0736741162909836,overlap,overlap,nonzero_remained_nonzero,0.7677203682169695,0.8166314148037558,0.048911046586786244,"[462.0,279.0,602.0,415.0]","[465.0,279.0,608.0,415.0]","[471.14,284.99,618.91,421.24]",True,,,0.0,,,0.0
t2_vqa_grounding,hallu_000100_COCO_train2014_000000581563,COCO_train2014_000000581563.jpg,the car in front of the traffic light,relation,car,1.0,1,0.19729572672672668,overlap,overlap,nonzero_remained_nonzero,0.9758981795243212,0.9675571694429168,-0.00834101008140442,"[59.0,383.0,333.0,500.0]","[59.0,384.0,333.0,500.0]","[55.67,381.55,333.0,500.0]",True,,,0.0,,,0.0
t2_vqa_grounding,hallu_000102_COCO_train2014_000000311988,COCO_train2014_000000311988.jpg,the wine glass next to the vase,relation,wine glass,1.0,3,0.08697220465829443,overlap,overlap,nonzero_remained_nonzero,0.14066696498043788,0.8952508165948707,0.7545838516144329,"[385.0,109.0,469.0,328.0]","[445.0,119.0,560.0,307.0]","[442.65,120.34,563.22,317.93]",True,,,0.0,,,0.0
t2_vqa_grounding,hallu_000105_COCO_train2014_000000115506,COCO_train2014_000000115506.jpg,the bowl with greens and carrots,object_only,bowl,1.0,1,0.37952483072916665,overlap,overlap,nonzero_remained_nonzero,0.9629486973572381,0.9715965549606003,0.008647857603362175,"[0.0,162.0,376.0,476.0]","[0.0,164.0,375.0,476.0]","[2.55,164.38,371.95,480.0]",True,,,0.0,,,0.0
t2_vqa_grounding,hallu_000106_COCO_train2014_000000158853,COCO_train2014_000000158853.jpg,the skateboard on the ramp,relation,skateboard,1.0,1,0.10402890215611352,overlap,overlap,nonzero_remained_nonzero,0.7658857131001523,0.21192164047569537,-0.5539640726244569,"[302.0,206.0,466.0,364.0]","[348.0,165.0,467.0,279.0]","[285.41,211.93,462.87,383.76]",True,,,0.0,,,0.0
t2_vqa_grounding,hallu_000108_COCO_train2014_000000408292,COCO_train2014_000000408292.jpg,the chair in front of the desk,relation,chair,1.0,1,0.0519825352296451,false_rejection,false_rejection,false_rejection_unchanged,0.0,0.0,0.0,null,null,"[233.34,0.33,375.37,112.53]",False,,,0.0,,,0.0
t2_vqa_grounding,hallu_000111_COCO_train2014_000000087671,COCO_train2014_000000087671.jpg,the motorcycle next to the person,relation,motorcycle,1.0,2,0.14580720964566932,overlap,overlap,nonzero_remained_nonzero,0.7492488065482633,0.751008011239908,0.0017592046916447002,"[262.0,129.0,413.0,378.0]","[260.0,129.0,415.0,378.0]","[244.01,129.28,395.56,363.88]",True,,,0.0,,,0.0
t2_vqa_grounding,hallu_000114_COCO_train2014_000000462080,COCO_train2014_000000462080.jpg,the orange next to the apple,relation,orange,1.0,3,0.0784356764705882,overlap,valid_zero,nonzero_regressed_to_zero,0.05539277579294417,0.0,-0.05539277579294417,"[140.0,29.0,364.0,247.0]","[34.0,180.0,272.0,436.0]","[302.35,192.94,374.0,397.65]",True,,,0.0,wrong_same_category_instance,orange,0.9214392985577139
t2_vqa_grounding,hallu_000115_COCO_train2014_000000022953,COCO_train2014_000000022953.jpg,the person standing behind the chair,relation,person,1.0,2,0.0695652016867155,overlap,overlap,nonzero_remained_nonzero,0.6942190801844234,0.6708827513725167,-0.023336328811906615,"[332.0,0.0,426.0,161.0]","[334.0,0.0,426.0,159.0]","[331.89,0.0,424.68,229.35]",True,,,0.0,,,0.0
t2_vqa_grounding,hallu_000119_COCO_train2014_000000525342,COCO_train2014_000000525342.jpg,the orange in front of the apples,relation,orange,1.0,1,0.22555730386416864,overlap,overlap,nonzero_remained_nonzero,0.9317772759869299,0.928014121766038,-0.0037631542208919067,"[226.0,159.0,473.0,409.0]","[226.0,159.0,473.0,408.0]","[225.44,164.64,469.56,417.14]",True,,,0.0,,,0.0
t2_vqa_grounding,hallu_000120_COCO_train2014_000000314319,COCO_train2014_000000314319.jpg,the person holding the umbrella,relation,person,1.0,3,0.15216801229508198,overlap,overlap,nonzero_remained_nonzero,0.563298071334701,0.5633935031530445,9.543181834348324e-05,"[140.0,154.0,405.0,415.0]","[140.0,156.0,407.0,415.0]","[185.74,218.38,388.70000000000005,423.27]",True,,,0.0,,,0.0
t2_vqa_grounding,hallu_000122_COCO_train2014_000000097411,COCO_train2014_000000097411.jpg,the pizza slice next to the person,relation,pizza,1.0,2,0.08811812060889931,valid_zero,overlap,valid_zero_recovered,0.0,0.9599174006680171,0.9599174006680171,"[152.0,72.0,302.0,241.0]","[328.0,39.0,460.0,225.0]","[327.97,38.75,456.06000000000006,226.75]",True,wrong_same_category_instance,pizza,0.9511374783717557,,,0.0
t2_vqa_grounding,hallu_000123_COCO_train2014_000000539475,COCO_train2014_000000539475.jpg,the baby in front of the bottle,relation,person,1.0,1,0.20589235911885248,overlap,overlap,nonzero_remained_nonzero,0.909126490822439,0.9060765057022072,-0.003049985120231802,"[89.0,343.0,362.0,550.0]","[89.0,345.0,360.0,547.0]","[87.53,341.69,371.65999999999997,539.72]",True,,,0.0,,,0.0
t2_vqa_grounding,hallu_000124_COCO_train2014_000000286576,COCO_train2014_000000286576.jpg,the chair next to the bench,relation,chair,1.0,2,0.13174323413333333,false_rejection,false_rejection,false_rejection_unchanged,0.0,0.0,0.0,null,null,"[115.15,239.53,226.53,461.31]",False,,,0.0,,,0.0
t2_vqa_grounding,hallu_000126_COCO_train2014_000000355571,COCO_train2014_000000355571.jpg,the person next to the horse,relation,person,1.0,3,0.1761068823185012,overlap,overlap,nonzero_remained_nonzero,0.8729278919106664,0.8593780738251385,-0.01354981808552791,"[360.0,173.0,544.0,415.0]","[360.0,174.0,548.0,415.0]","[348.93,178.31,542.45,427.0]",True,,,0.0,,,0.0
t2_vqa_grounding,hallu_000127_COCO_train2014_000000399138,COCO_train2014_000000399138.jpg,the person sitting next to the sandwich,relation,person,1.0,3,0.17378169736842108,overlap,valid_zero,nonzero_regressed_to_zero,0.48030283468202883,0.0,-0.48030283468202883,"[33.0,201.0,422.0,475.0]","[340.0,169.0,587.0,475.0]","[29.89,199.61,226.29000000000002,468.6]",True,,,0.0,wrong_same_category_instance,person,0.9649660051357549
t2_vqa_grounding,hallu_000137_COCO_train2014_000000310707,COCO_train2014_000000310707.jpg,the bed with a teddy bear on it,relation,bed,1.0,1,0.49697117333333335,overlap,overlap,nonzero_remained_nonzero,0.4895412461158849,0.4895412461158849,0.0,"[0.0,0.0,364.0,500.0]","[0.0,0.0,364.0,500.0]","[1.3,0.0,375.0,249.35]",True,,,0.0,,,0.0
t2_vqa_grounding,hallu_000140_COCO_train2014_000000356922,COCO_train2014_000000356922.jpg,the laptop in front of the person,relation,laptop,1.0,2,0.1652102213541667,overlap,overlap,nonzero_remained_nonzero,0.026016734319256787,0.021119242721387328,-0.004897491597869459,"[68.0,174.0,242.0,365.0]","[69.0,178.0,240.0,365.0]","[230.85,118.37,418.6,388.69]",True,,,0.0,,,0.0
t2_vqa_grounding,hallu_000142_COCO_train2014_000000266880,COCO_train2014_000000266880.jpg,the teddy bear in the middle,relation,teddy bear,1.0,2,0.05794919433593752,overlap,overlap,nonzero_remained_nonzero,0.468035954368198,0.5191966734422847,0.0511607190740867,"[288.0,235.0,386.0,328.0]","[284.0,235.0,390.0,336.0]","[289.08,239.46,404.49,393.71000000000004]",True,,,0.0,,,0.0
t2_vqa_grounding,hallu_000143_COCO_train2014_000000278763,COCO_train2014_000000278763.jpg,the elephant next to the zebra,relation,elephant,1.0,1,0.05917523193359377,overlap,overlap,nonzero_remained_nonzero,0.31883945014469883,0.36192586232641494,0.043086412181716105,"[0.0,278.0,210.0,640.0]","[0.0,278.0,185.0,640.0]","[93.48,362.19,184.09,629.69]",True,,,0.0,,,0.0
t2_vqa_grounding,hallu_000145_COCO_train2014_000000023996,COCO_train2014_000000023996.jpg,the potted plant next to the suitcase,relation,potted plant,1.0,2,0.05901659139554795,overlap,overlap,nonzero_remained_nonzero,0.8044899290021399,0.8082114776048588,0.0037215486027188938,"[62.0,50.0,168.0,244.0]","[64.0,50.0,167.0,248.0]","[63.84,51.65,167.05,211.94]",True,,,0.0,,,0.0
t2_vqa_grounding,hallu_000146_COCO_train2014_000000310518,COCO_train2014_000000310518.jpg,the dining table with pizza and bottles,relation,dining table,1.0,1,0.31302055859375,overlap,overlap,nonzero_remained_nonzero,0.5268147594897666,0.5149726828944245,-0.011842076595342088,"[88.0,215.0,472.0,476.0]","[89.0,206.0,475.0,476.0]","[36.67,299.54,569.53,480.0]",True,,,0.0,,,0.0
t2_vqa_grounding,hallu_000149_COCO_train2014_000000278796,COCO_train2014_000000278796.jpg,the person sitting in front of the oranges,relation,person,1.0,1,0.05634928125000001,overlap,overlap,nonzero_remained_nonzero,0.6592001613035064,0.6741015519827741,0.014901390679267656,"[390.0,225.0,487.0,355.0]","[390.0,225.0,486.0,357.0]","[354.4,226.82,482.74,361.7]",True,,,0.0,,,0.0
t2_vqa_grounding,hallu_000152_COCO_train2014_000000149566,COCO_train2014_000000149566.jpg,the dining table behind the teddy bear,relation,dining table,1.0,2,0.3179936807983683,overlap,overlap,nonzero_remained_nonzero,0.3478121279177073,0.31736342151436037,-0.03044870640334696,"[0.0,100.0,420.0,582.0]","[0.0,98.0,420.0,637.0]","[20.75,73.42,429.0,287.28000000000003]",True,,,0.0,,,0.0
t2_vqa_grounding,hallu_000153_COCO_train2014_000000249974,COCO_train2014_000000249974.jpg,the apple next to the banana,relation,apple,1.0,2,0.17128131023622045,overlap,overlap,nonzero_remained_nonzero,0.03405774908943478,0.03379596420275211,-0.0002617848866826658,"[156.0,47.0,284.0,150.0]","[156.0,47.0,284.0,149.0]","[16.1,59.68,168.73999999999998,202.19]",True,,,0.0,,,0.0
t2_vqa_grounding,hallu_000156_COCO_train2014_000000105219,COCO_train2014_000000105219.jpg,the person next to the teddy bear,relation,person,1.0,3,0.37331898379629636,valid_zero,valid_zero,valid_zero_unresolved,0.0,0.0,0.0,"[317.0,87.0,476.0,360.0]","[318.0,87.0,476.0,359.0]","[0.8,56.91,217.77,354.23]",True,wrong_same_category_instance,person,0.7066393464091003,wrong_same_category_instance,person,0.704063320426201
t2_vqa_grounding,hallu_000157_COCO_train2014_000000086017,COCO_train2014_000000086017.jpg,the person next to the wine glasses,relation,person,1.0,1,0.05400908984374999,valid_zero,valid_zero,valid_zero_unresolved,0.0,0.0,0.0,"[1.0,0.0,123.0,90.0]","[0.0,0.0,124.0,95.0]","[483.24,2.03,620.27,92.84]",True,wrong_same_category_instance,person,0.6910295092810377,wrong_same_category_instance,person,0.727757608837467
t2_vqa_grounding,hallu_000158_COCO_train2014_000000307082,COCO_train2014_000000307082.jpg,the truck in the snow,relation,truck,1.0,1,0.10677467213114751,overlap,overlap,nonzero_remained_nonzero,0.8401035436365474,0.8457658855057293,0.005662341869181908,"[358.0,189.0,576.0,330.0]","[358.0,190.0,576.0,330.0]","[355.36,191.14,555.0,337.29999999999995]",True,,,0.0,,,0.0
