base_sample_id,image_filename,query,audited_tasks,query_binds_gt_target,target_category,apparent_gender,gender_evidence,gender_review_flag,colors,materials,other_attributes,actions_or_states,supported_atoms,contradicted_atoms,not_visible_atoms,disambiguating_cues,instance_confusion_risk,likely_zero_iou_cause,reason
hallu_000261_COCO_train2014_000000036046,COCO_train2014_000000036046.jpg,the chair next to the person,t2_vqa_grounding|t4_caption_grounding,yes,chair,not_applicable,,not_applicable,"[{""part"":""seat back upper trim"",""value"":""blue"",""confidence"":""high"",""evidence"":""thin blue horizontal strip visible at top of backrest in crop""},{""part"":""seat back main panel"",""value"":""dark gray or black"",""confidence"":""high"",""evidence"":""large vertical panel, very dark, appears matte""},{""part"":""side frame / armrest support"",""value"":""light gray or off-white"",""confidence"":""medium"",""evidence"":""vertical light-colored structural element on right side of backrest, visible in full image and crop""}]","[{""part"":""seat back panel"",""value"":""plastic or molded composite"",""confidence"":""medium"",""evidence"":""smooth, non-textured surface with slight sheen; rigid appearance""},{""part"":""trim"",""value"":""fabric or vinyl"",""confidence"":""low"",""evidence"":""blue strip appears slightly softer texture than panel, but resolution too low to confirm""}]","[{""attribute"":""design: integrated headrest and backrest"",""confidence"":""high"",""evidence"":""single continuous form from seat base up to top edge; no seam between headrest and back""},{""attribute"":""presence of side pocket or storage compartment"",""confidence"":""high"",""evidence"":""rectangular recessed panel with two vertical indentations on right side of backrest (viewer’s right), consistent with magazine/amenity pocket""}]","[{""value"":""unoccupied"",""confidence"":""high"",""evidence"":""no person or object seated; clear view of seat cushion and backrest interior""}]","[{""atom"":""the chair"",""type"":""object"",""verdict"":""supported"",""evidence"":""green box encloses a clearly identifiable passenger seat""},{""atom"":""next to"",""type"":""relation"",""verdict"":""supported"",""evidence"":""person silhouette is directly to the right of the green-boxed chair in full image""},{""atom"":""the person"",""type"":""object"",""verdict"":""supported"",""evidence"":""a silhouetted person is visible sitting in an adjacent seat immediately to the right""}]",[],[],"[""chair has light-colored vertical side frame and blue top trim"", ""chair is unoccupied and directly left of a seated person"", ""chair includes recessed side pocket with two vertical indentations"", ""chair is positioned against window, not aisle""]",high,same_category_instance_confusion,"The baselines incorrectly grounded the chair occupied by the person instead of the empty chair next to the person, demonstrating same-category instance confusion driven by relational ambiguity."
hallu_000267_COCO_train2014_000000404812,COCO_train2014_000000404812.jpg,the person sitting on the couch,t2_vqa_grounding,uncertain,person,male_presenting,"short-cropped hair, facial structure, and visible neck/shoulder presentation consistent with male presentation; no ambiguous or conflicting cues",no_automatic_flag,"[{""part"":""hoodie"",""value"":""light gray with orange inner hood lining and yellow/orange graphic on sleeve"",""confidence"":""high"",""evidence"":""clearly visible in crop and full image""},{""part"":""pants"",""value"":""dark (black or very dark gray)"",""confidence"":""high"",""evidence"":""visible under hoodie hem, consistent with black leather couch color contrast""},{""part"":""glasses"",""value"":""black frames"",""confidence"":""high"",""evidence"":""thin black frames clearly visible on face""}]","[{""part"":""hoodie"",""value"":""cotton or cotton-blend fabric"",""confidence"":""medium"",""evidence"":""soft drape and texture typical of sweatshirt material; no sheen suggesting synthetic blend""}]","[{""attribute"":""holding white game controller"",""confidence"":""high"",""evidence"":""white plastic controller held in both hands, clearly visible""},{""attribute"":""sitting sideways on couch, facing right"",""confidence"":""high"",""evidence"":""body orientation and head turn toward window/right side of frame""}]","[{""value"":""sitting"",""confidence"":""high"",""evidence"":""hips on couch, legs bent, torso upright""},{""value"":""looking upward and to the right"",""confidence"":""high"",""evidence"":""head tilted up, eyes directed toward upper-right window area""},{""value"":""holding a game controller"",""confidence"":""high"",""evidence"":""both hands gripping white controller""}]","[{""atom"":""person"",""type"":""object"",""verdict"":""supported"",""evidence"":""human figure with head, torso, arms, legs visible""},{""atom"":""sitting"",""type"":""action_state"",""verdict"":""supported"",""evidence"":""posture shows weight supported by couch, knees bent, back upright""},{""atom"":""on the couch"",""type"":""relation"",""verdict"":""supported"",""evidence"":""contact between buttocks/thighs and couch surface confirmed visually""}]",[],[],"[""wearing light gray hoodie with orange hood lining"", ""holding white game controller"", ""sitting sideways, looking up/right toward window"", ""positioned to the right of the dog and left person""]",high,same_category_instance_confusion,The referring expression 'the person sitting on the couch' is visually ambiguous as there are two people sitting on the same couch. The baseline model localized the other person (an older man in a patterned shirt on the left) instead of the GT target (a younger man in a gray hoodie holding a game controller on the right).
hallu_000277_COCO_train2014_000000153591,COCO_train2014_000000153591.jpg,the wine glass in front of the person,t2_vqa_grounding|t4_caption_grounding,yes,wine glass,not_applicable,,not_applicable,"[{""part"":""liquid"",""value"":""amber/golden"",""confidence"":""high"",""evidence"":""clearly visible liquid in lower half of glass, reflecting warm light""},{""part"":""glass"",""value"":""transparent/clear"",""confidence"":""high"",""evidence"":""see-through material with visible etched logo and refraction""},{""part"":""etched logo"",""value"":""grayish-white"",""confidence"":""medium"",""evidence"":""faint text with star and arc, visible on upper bowl""}]","[{""part"":""glass body"",""value"":""glass"",""confidence"":""high"",""evidence"":""transparency, specular highlights, refraction of background""}]","[{""attribute"":""held by hand"",""confidence"":""high"",""evidence"":""fingers gripping stem visible at bottom of green box""},{""attribute"":""contains liquid"",""confidence"":""high"",""evidence"":""liquid fills lower portion of bowl, meniscus visible""}]","[{""value"":""being held"",""confidence"":""high"",""evidence"":""hand gripping stem, static pose""}]","[{""atom"":""the wine glass"",""type"":""object"",""verdict"":""supported"",""evidence"":""clearly visible stemmed wine glass with liquid""},{""atom"":""in front of the person"",""type"":""relation"",""verdict"":""supported"",""evidence"":""blurred human-shaped form in background, consistent with being behind the glass in depth""}]",[],[],"[""etched logo on bowl"", ""amber-colored liquid filling lower third"", ""hand gripping stem visible at bottom"", ""sharp focus vs. blurred background person""]",medium,same_category_instance_confusion,"The referring expression accurately describes the GT target, a sharply focused wine glass held in front of a blurred person. The baselines failed by localizing a disjoint region on the left containing the background person or a blurry distractor, missing the clear GT wine glass."
hallu_000303_COCO_train2014_000000024706,COCO_train2014_000000024706.jpg,the person holding a tennis racket,t2_vqa_grounding|t4_caption_grounding,yes,person,female_presenting,"visible long hair tied back, feminine facial features, and athletic attire",stereotype_sensitive_cue,"[{""part"":""shirt"",""value"":""white"",""confidence"":""high"",""evidence"":""solid white short-sleeve t-shirt""},{""part"":""shorts"",""value"":""black"",""confidence"":""high"",""evidence"":""black athletic shorts with white trim""},{""part"":""shoes"",""value"":""white with black accents"",""confidence"":""high"",""evidence"":""white sneakers with black stripes""},{""part"":""tennis racket"",""value"":""yellow frame, black grip, white strings"",""confidence"":""high"",""evidence"":""racket held in right hand""}]","[{""part"":""shirt"",""value"":""synthetic sport fabric"",""confidence"":""medium"",""evidence"":""smooth texture, slight sheen""},{""part"":""shorts"",""value"":""synthetic athletic fabric"",""confidence"":""medium"",""evidence"":""tight fit, slight stretch appearance""}]","[{""attribute"":""mid-motion pose"",""confidence"":""high"",""evidence"":""both feet off ground, knees bent, body upright""}]","[{""value"":""holding a tennis racket"",""confidence"":""high"",""evidence"":""racket firmly gripped in right hand""},{""value"":""jumping"",""confidence"":""high"",""evidence"":""feet clearly not touching ground""}]","[{""atom"":""the person"",""type"":""object"",""verdict"":""supported"",""evidence"":""box encloses exactly one person""},{""atom"":""holding"",""type"":""action_state"",""verdict"":""supported"",""evidence"":""right hand gripping racket handle""},{""atom"":""a tennis racket"",""type"":""object"",""verdict"":""supported"",""evidence"":""standard tennis racket shape visible""}]",[],[],"[""standing and jumping posture with both feet off ground"", ""racket held vertically in right hand above head level"", ""positioned behind the crouching player""]",high,same_category_instance_confusion,"The referring expression applies to both the GT target (jumping, holding racket aloft) and a foreground distractor (crouching, holding racket near ground). The baselines incorrectly selected the distractor, leading to zero IoU due to same-category instance confusion."
hallu_000310_COCO_train2014_000000372790,COCO_train2014_000000372790.jpg,the umbrella held by the person,t2_vqa_grounding|t4_caption_grounding,yes,umbrella,not_applicable,,not_applicable,"[{""part"":""canopy"",""value"":""blue and white striped"",""confidence"":""high"",""evidence"":""clear alternating vertical stripes of blue and white across the entire visible canopy""},{""part"":""shaft and handle"",""value"":""silver metallic shaft, dark handle"",""confidence"":""high"",""evidence"":""shaft reflects light with metallic sheen; handle appears dark and cylindrical, gripped by hand""}]","[{""part"":""canopy fabric"",""value"":""synthetic textile"",""confidence"":""medium"",""evidence"":""smooth surface with slight sheen and taut tension typical of modern umbrella fabric""},{""part"":""shaft"",""value"":""metal"",""confidence"":""high"",""evidence"":""reflective, rigid, cylindrical structure consistent with aluminum or steel""}]","[{""attribute"":""open state"",""confidence"":""high"",""evidence"":""canopy fully extended, ribs visible, forming a dome shape""},{""attribute"":""held in right hand"",""confidence"":""high"",""evidence"":""hand gripping handle from below, thumb on top, fingers wrapped around""}]","[{""value"":""being held aloft"",""confidence"":""high"",""evidence"":""umbrella positioned above person’s head/shoulder, shaft angled upward, hand supporting it""}]","[{""atom"":""the umbrella"",""type"":""object"",""verdict"":""supported"",""evidence"":""green box precisely encloses a blue-and-white striped open umbrella""},{""atom"":""held by"",""type"":""relation"",""verdict"":""supported"",""evidence"":""person’s right hand is gripping the handle; arm and torso are contiguous with the hand inside the green box""},{""atom"":""the person"",""type"":""object"",""verdict"":""supported"",""evidence"":""visible torso, head, arm, and hand of a person within the green region’s lower portion""}]",[],[],"[""blue-and-white vertical striped pattern"", ""held by person in tan jacket (left side)"", ""positioned left of Eiffel Tower"", ""not pink"", ""shaft is silver, not black or red""]",high,same_category_instance_confusion,"The referring expression is visually ambiguous as there are multiple people holding umbrellas in the scene. The baselines incorrectly grounded the pink umbrella held by a woman on the right, while the GT target is the blue-and-white striped umbrella held by a person on the left."
hallu_000321_COCO_train2014_000000573724,COCO_train2014_000000573724.jpg,the chair next to the table,t2_vqa_grounding,yes,chair,not_applicable,,not_applicable,"[{""part"":""upholstery"",""value"":""light beige or off-white"",""confidence"":""high"",""evidence"":""fabric appears uniformly light neutral tone under indoor lighting""},{""part"":""pillow"",""value"":""beige with subtle texture/pattern"",""confidence"":""high"",""evidence"":""square pillow on seat matches upholstery tone, slightly darker with visible weave""},{""part"":""legs and frame"",""value"":""light wood"",""confidence"":""high"",""evidence"":""visible wooden legs and armrests show natural grain and pale tan color""}]","[{""part"":""upholstery"",""value"":""textured fabric"",""confidence"":""high"",""evidence"":""surface shows soft pile and slight sheen; close-up crop reveals raised looped texture""},{""part"":""legs/frame"",""value"":""wood"",""confidence"":""high"",""evidence"":""grain visible on legs and armrests; smooth finish consistent with painted/stained wood""},{""part"":""pillow cover"",""value"":""woven fabric"",""confidence"":""high"",""evidence"":""visible weave pattern and slight sheen on pillow surface""}]","[{""attribute"":""armchair style with rolled arms and skirted base"",""confidence"":""high"",""evidence"":""curved armrests, continuous upholstered skirt hiding legs partially, classic armchair silhouette""},{""attribute"":""single cushion seat"",""confidence"":""high"",""evidence"":""one thick seat cushion visible; no separation lines for multiple cushions""}]","[{""value"":""stationary, unoccupied"",""confidence"":""high"",""evidence"":""no person or object on seat; chair upright and stable""}]","[{""atom"":""chair"",""type"":""object"",""verdict"":""supported"",""evidence"":""target is a clearly identifiable upholstered armchair""},{""atom"":""next to"",""type"":""relation"",""verdict"":""supported"",""evidence"":""chair is immediately adjacent to a small round white table to its right""},{""atom"":""the table"",""type"":""object"",""verdict"":""supported"",""evidence"":""small round white table is visible immediately to the right of the chair, serving as the relational anchor""}]",[],[],"[""upholstered armchair with rolled arms and skirted base"", ""light beige textured fabric"", ""positioned immediately left of small round white side table"", ""has a square decorative pillow on seat""]",high,same_category_instance_confusion,"The referring expression correctly binds to the GT target, an upholstered armchair adjacent to a small round side table. The baseline model failed due to same-category instance confusion, selecting a different wooden chair near a larger desk in the background."
hallu_000335_COCO_train2014_000000500400,COCO_train2014_000000500400.jpg,the pizza in front of the person,t2_vqa_grounding|t4_caption_grounding,yes,pizza,not_applicable,,not_applicable,"[{""part"":""crust"",""value"":""light beige to golden brown"",""confidence"":""high"",""evidence"":""outer rim of pizza shows baked dough color, slightly darker at edges""},{""part"":""sauce"",""value"":""red"",""confidence"":""high"",""evidence"":""visible tomato-based sauce beneath cheese""},{""part"":""cheese"",""value"":""off-white to pale yellow with browned spots"",""confidence"":""high"",""evidence"":""melted cheese covering most surface, with some toasted areas""}]","[{""part"":""crust"",""value"":""baked dough"",""confidence"":""high"",""evidence"":""porous, slightly puffy texture typical of leavened pizza crust""},{""part"":""topping layer"",""value"":""melted cheese and sauce"",""confidence"":""high"",""evidence"":""glossy, uneven surface consistent with melted dairy and tomato paste""}]","[{""attribute"":""round shape"",""confidence"":""high"",""evidence"":""circular perimeter visible in full crop""},{""attribute"":""served on white ceramic plate"",""confidence"":""high"",""evidence"":""white rim and glossy surface under pizza edge""}]","[{""value"":""stationary, served on table"",""confidence"":""high"",""evidence"":""resting flat on plate, no motion blur, tablecloth visible underneath""}]","[{""atom"":""the pizza"",""type"":""object"",""verdict"":""supported"",""evidence"":""one clearly visible pizza in foreground, fully enclosed by green box""},{""atom"":""in front of the person"",""type"":""relation"",""verdict"":""supported"",""evidence"":""person is seated behind the pizza along depth axis; pizza occludes lower part of person’s torso in full view""},{""atom"":""there is exactly one pizza in the green box"",""type"":""count"",""verdict"":""supported"",""evidence"":""only one pizza fully within green rectangle""},{""atom"":""the person is behind the pizza"",""type"":""relation"",""verdict"":""supported"",""evidence"":""person’s body appears in background, spatially behind the pizza plane""}]",[],[],"[""foreground pizza is larger and closer to camera"", ""foreground pizza rests on white plate with fork/knife beside it"", ""background pizza is smaller in apparent size and positioned behind the foreground pizza"", ""green box excludes the person and background pizza""]",high,same_category_instance_confusion,"The query uniquely identifies the foreground pizza relative to the person and a second background pizza. Baseline models failed by grounding the background pizza (same-category confusion) or the person (reference confusion), while the GT box correctly isolates the target foreground pizza."
hallu_000344_COCO_train2014_000000233485,COCO_train2014_000000233485.jpg,the laptop on the bed,t2_vqa_grounding|t4_caption_grounding,no,tablet,not_applicable,,not_applicable,"[{""part"":""screen"",""value"":""black"",""confidence"":""high"",""evidence"":""screen is off and uniformly black""},{""part"":""bezel"",""value"":""black"",""confidence"":""high"",""evidence"":""thin bezel surrounding screen is black""},{""part"":""case/edge"",""value"":""silver or light gray"",""confidence"":""medium"",""evidence"":""reflective metallic edge visible on left and bottom sides, consistent with aluminum casing""}]","[{""part"":""screen surface"",""value"":""glass"",""confidence"":""high"",""evidence"":""smooth, reflective surface with slight glare; typical of tablet glass""},{""part"":""frame/case"",""value"":""metal"",""confidence"":""medium"",""evidence"":""shiny, rigid edge with metallic sheen; no texture suggesting plastic""}]","[{""attribute"":""device orientation"",""confidence"":""high"",""evidence"":""landscape orientation (width > height)""},{""attribute"":""screen status"",""confidence"":""high"",""evidence"":""screen is off/dark, no backlight or content visible""},{""attribute"":""presence of stand or holder"",""confidence"":""high"",""evidence"":""black clip-like attachment visible on left side, holding device at angle""}]","[{""value"":""resting on fabric surface"",""confidence"":""high"",""evidence"":""placed flat on white wrinkled cloth (bedsheet)""}]","[{""atom"":""on the bed"",""type"":""relation"",""verdict"":""supported"",""evidence"":""device rests directly on white wrinkled fabric that spans the full image background, consistent with a bedsheet""}]","[{""atom"":""the laptop"",""type"":""object"",""verdict"":""contradicted"",""evidence"":""target is a tablet: no keyboard, no clamshell design, proportions match iPad-style tablet""}]",[],"[""black screen with silver metallic edge"", ""clip-style holder attached to left side"", ""landscape orientation, no keyboard"", ""positioned near pen and other small electronics on white fabric""]",medium,wrong_category,"The referring expression asks for a 'laptop', but the visual evidence confirms the GT target is a tablet with no keyboard or clamshell hinge. While the spatial relation 'on the bed' is supported, the object identity is contradicted, likely causing models to search for an actual laptop or confuse it with other electronic devices in the scene."
hallu_000345_COCO_train2014_000000033896,COCO_train2014_000000033896.jpg,the person next to the dining table,t4_caption_grounding,yes,person,female_presenting,"long dark hair visible, body shape and posture consistent with typical female presentation; no conflicting visual cues",stereotype_sensitive_cue,"[{""part"":""dress/top"",""value"":""white"",""confidence"":""high"",""evidence"":""shiny white fabric covering torso and arms""},{""part"":""gloves"",""value"":""black"",""confidence"":""high"",""evidence"":""black gloves on both hands, clearly visible""},{""part"":""leggings/stockings"",""value"":""black"",""confidence"":""high"",""evidence"":""black opaque leg coverings from thigh down""},{""part"":""hair"",""value"":""dark brown/black"",""confidence"":""high"",""evidence"":""long dark hair falling over back and shoulders""}]","[{""part"":""dress/top"",""value"":""satin or shiny synthetic"",""confidence"":""high"",""evidence"":""strong specular highlights and smooth surface sheen""},{""part"":""gloves"",""value"":""leather or faux leather"",""confidence"":""medium"",""evidence"":""smooth matte black surface with slight creasing at knuckles""},{""part"":""leggings/stockings"",""value"":""opaque fabric"",""confidence"":""high"",""evidence"":""uniform matte black coverage without transparency""}]","[{""attribute"":""bending forward at waist"",""confidence"":""high"",""evidence"":""torso nearly parallel to table surface, head lowered toward table""},{""attribute"":""hands on table edge"",""confidence"":""high"",""evidence"":""both gloved hands placed on white tablecloth near edge""},{""attribute"":""wearing short dress/smock"",""confidence"":""high"",""evidence"":""garment ends mid-thigh, revealing legs""}]","[{""value"":""leaning over dining table"",""confidence"":""high"",""evidence"":""body positioned closely over table, head near surface, posture suggests inspection or interaction""}]","[{""atom"":""the person"",""type"":""object"",""verdict"":""supported"",""evidence"":""one clearly visible person in green box""},{""atom"":""next to"",""type"":""relation"",""verdict"":""supported"",""evidence"":""person’s body contacts and leans over table edge; zero separation""},{""atom"":""the dining table"",""type"":""object"",""verdict"":""supported"",""evidence"":""rectangular table covered with white cloth, with blender on top — consistent with dining setup""}]",[],[],"[""person has dark hair (vs. distractor's reddish-blonde hair)"", ""person is on left side of table (distractor is on right)"", ""green box tightly fits only the left person""]",high,same_category_instance_confusion,"The query correctly describes the GT target, a female-presenting person in a white dress leaning over the table. However, the expression is highly ambiguous as there is a second person in an identical outfit and pose on the other side of the same table. The baseline model failed due to same-category instance confusion, selecting the right-side person instead of the left-side GT target."
hallu_000375_COCO_train2014_000000246539,COCO_train2014_000000246539.jpg,the person's foot next to the apple,t2_vqa_grounding,yes,person,unclear,,unclear,"[{""part"":""skin"",""value"":""medium brown"",""confidence"":""high"",""evidence"":""uniform skin tone visible on foot and ankle""}]","[{""part"":""skin"",""value"":""human skin"",""confidence"":""high"",""evidence"":""natural texture, pores, slight sheen, anatomical structure of foot""}]","[{""attribute"":""barefoot"",""confidence"":""high"",""evidence"":""no footwear; toes and sole directly contacting surface""},{""attribute"":""foot resting flat on surface"",""confidence"":""high"",""evidence"":""sole fully in contact with light wood surface; no elevation or arching""}]","[{""value"":""stationary"",""confidence"":""high"",""evidence"":""no motion blur; static pose""}]","[{""atom"":""the person's foot"",""type"":""object"",""verdict"":""supported"",""evidence"":""GT box tightly encloses a human foot with visible toes, instep, and ankle""},{""atom"":""next to"",""type"":""relation"",""verdict"":""supported"",""evidence"":""foot is to the left of the fruit bowl containing apples, satisfying a loose next to relation despite a small gap""},{""atom"":""the apple"",""type"":""object"",""verdict"":""supported"",""evidence"":""multiple red apples visible inside green bowl near the foot""}]",[],[],"[""lower-left quadrant foot"", ""foot is bare and resting flat"", ""closest foot to the fruit bowl""]",high,same_category_instance_confusion,"The baseline model localized the other foot of the same person, which is higher up in the image. Both are bare feet, leading to same-category instance confusion. The GT target is the specific foot in the lower-left quadrant, which is spatially closer to the bowl of apples."
hallu_000403_COCO_train2014_000000004578,COCO_train2014_000000004578.jpg,the dining table next to the window,t2_vqa_grounding|t4_caption_grounding,yes,dining table,not_applicable,,not_applicable,"[{""part"":""tablecloth"",""value"":""white"",""confidence"":""high"",""evidence"":""solid white fabric covering the table surface, visible in full and crop""},{""part"":""table legs"",""value"":""light brown wood"",""confidence"":""high"",""evidence"":""exposed wooden legs under tablecloth, visible in crop""}]","[{""part"":""tablecloth"",""value"":""fabric"",""confidence"":""high"",""evidence"":""draped textile with soft folds and slight sheen""},{""part"":""table legs"",""value"":""wood"",""confidence"":""high"",""evidence"":""grain and texture visible on legs in crop""}]","[{""attribute"":""rectangular shape"",""confidence"":""medium"",""evidence"":""visible top edge and two legs suggest rectangular form; full extent not visible""},{""attribute"":""covered with tablecloth"",""confidence"":""high"",""evidence"":""entire visible surface is covered by white cloth""}]",[],"[{""atom"":""the dining table"",""type"":""object"",""verdict"":""supported"",""evidence"":""green box encloses a table with white tablecloth and wooden legs""},{""atom"":""next to the window"",""type"":""relation"",""verdict"":""supported"",""evidence"":""green box shares a vertical boundary with the left window frame; tablecloth hangs near window sill""}]",[],[],"[""immediate adjacency to the left window (not the right window)"", ""only table with a chair fully visible on its left side within the green box"", ""positioned in front of the hutch, whereas other tables are more central/right""]",high,same_category_instance_confusion,"The referring expression correctly identifies the ground truth dining table located directly adjacent to the left window. Baseline models failed due to the presence of two other dining tables in the scene, leading to same-category instance confusion."
hallu_000418_COCO_train2014_000000431704,COCO_train2014_000000431704.jpg,the dining table with a bowl and donuts,t4_caption_grounding,yes,dining table,not_applicable,,not_applicable,"[{""part"":""tabletop surface"",""value"":""dark brown"",""confidence"":""high"",""evidence"":""weathered wood with visible grain and darker staining""},{""part"":""table edge/support"",""value"":""light brown / natural wood"",""confidence"":""medium"",""evidence"":""exposed underside and leg appear lighter, possibly unfinished wood""}]","[{""part"":""tabletop"",""value"":""wood"",""confidence"":""high"",""evidence"":""clear wood grain, texture, and plank construction visible""},{""part"":""table legs/support"",""value"":""wood"",""confidence"":""high"",""evidence"":""same grain pattern and construction style as tabletop""}]","[{""attribute"":""surface condition: worn/used"",""confidence"":""high"",""evidence"":""scratches, uneven finish, and visible wear on top surface""},{""attribute"":""construction: rustic/plank-based"",""confidence"":""high"",""evidence"":""visible seam between planks and simple joinery""}]",[],"[{""atom"":""the dining table"",""type"":""object"",""verdict"":""supported"",""evidence"":""GT box encloses a wooden table surface with objects resting on it""},{""atom"":""with a bowl"",""type"":""relation"",""verdict"":""supported"",""evidence"":""white bowl rests on the table within the GT box""}]",[],"[{""atom"":""and donuts"",""type"":""relation"",""verdict"":""not_visible"",""evidence"":""donuts are on a red tray located above and outside the GT box; not inside the grounded region""}]","[""presence of white bowl and open yellow-labeled can on wooden surface"", ""rough-hewn wooden plank texture unique to this table section""]",low,wrong_category,"The GT box correctly localizes the front portion of the dining table containing the bowl, but excludes the donuts which are on a tray further back on the same table. The baseline model failed by predicting a region on the thatched wall, completely missing the table."
hallu_000434_COCO_train2014_000000324332,COCO_train2014_000000324332.jpg,the bus next to the people,t2_vqa_grounding|t4_caption_grounding,yes,bus,not_applicable,,not_applicable,"[{""part"":""front lower body"",""value"":""green"",""confidence"":""high"",""evidence"":""distinct green paint on lower front bumper/panel""},{""part"":""front upper body"",""value"":""white"",""confidence"":""high"",""evidence"":""white panel above green section""},{""part"":""side mirror housing"",""value"":""black"",""confidence"":""high"",""evidence"":""black casing around side mirror""},{""part"":""window frame / trim"",""value"":""black"",""confidence"":""high"",""evidence"":""black vertical trim along window edge""}]","[{""part"":""body panels"",""value"":""painted metal"",""confidence"":""medium"",""evidence"":""smooth, reflective surface consistent with painted bus exterior""},{""part"":""windshield"",""value"":""glass"",""confidence"":""high"",""evidence"":""transparent with reflections and distortion typical of vehicle windshield""}]","[{""attribute"":""open passenger door"",""confidence"":""high"",""evidence"":""door is ajar, revealing interior steps and threshold""},{""attribute"":""side-view mirror attached"",""confidence"":""high"",""evidence"":""large rectangular mirror mounted on black arm""}]","[{""value"":""stationary (parked)"",""confidence"":""high"",""evidence"":""bus is aligned with curb/platform, people standing beside it without motion blur""}]","[{""atom"":""the bus"",""type"":""object"",""verdict"":""supported"",""evidence"":""Green-and-white bus clearly visible in GT box; matches category hint.""},{""atom"":""next to the people"",""type"":""relation"",""verdict"":""supported"",""evidence"":""People (including man in white shirt) are directly beside and interacting with the GT bus's open door.""}]",[],[],"[""green lower front panel (vs orange bus on left)"", ""open passenger door with person standing in it"", ""black side-view mirror housing visible on left side of bus"", ""positioned on far right of scene, adjacent to people""]",high,same_category_instance_confusion,"The referring expression correctly describes the GT green-and-white bus, which has people standing near its open door. However, the expression is highly ambiguous because another bus (orange-and-white) on the left also has people next to it. The baselines failed by selecting the wrong bus instance due to this same-category instance confusion."
hallu_000438_COCO_train2014_000000074078,COCO_train2014_000000074078.jpg,the couch next to the fireplace,t2_vqa_grounding,yes,couch,not_applicable,,not_applicable,"[{""part"":""upholstery"",""value"":""plaid pattern with green, brown, red, and beige"",""confidence"":""high"",""evidence"":""clear plaid textile pattern visible across the entire couch surface""},{""part"":""pillow"",""value"":""dark maroon"",""confidence"":""high"",""evidence"":""solid dark maroon pillow resting on the couch backrest""},{""part"":""blanket"",""value"":""yellow, black, white plaid"",""confidence"":""high"",""evidence"":""folded plaid blanket draped over the seat cushion""}]","[{""part"":""upholstery"",""value"":""fabric"",""confidence"":""high"",""evidence"":""visible weave texture and soft folds consistent with upholstered fabric""},{""part"":""pillow"",""value"":""fabric"",""confidence"":""high"",""evidence"":""same textile appearance as couch upholstery""}]","[{""attribute"":""armrests present"",""confidence"":""high"",""evidence"":""two visible armrests, one on left and one on right side of couch""},{""attribute"":""multiple cushions"",""confidence"":""high"",""evidence"":""distinct back and seat cushions visible""},{""attribute"":""occupied by dog and blanket"",""confidence"":""high"",""evidence"":""black dog lying on seat; plaid blanket draped over it""}]","[{""value"":""being sat/lay on by a dog"",""confidence"":""high"",""evidence"":""black dog lying on the seat cushion, partially covered by blanket""},{""value"":""stationary"",""confidence"":""high"",""evidence"":""no motion blur; fixed position relative to fireplace and floor""}]","[{""atom"":""couch"",""type"":""object"",""verdict"":""supported"",""evidence"":""GT box encloses a clearly identifiable plaid-upholstered couch""},{""atom"":""next to the fireplace"",""type"":""relation"",""verdict"":""supported"",""evidence"":""fireplace is immediately to the right of the couch; their bounding boxes touch""}]",[],[],"[""plaid green-brown-red-beige upholstery"", ""black dog lying on seat"", ""maroon pillow on backrest"", ""immediate adjacency to brick fireplace on right""]",high,same_category_instance_confusion,"The referring expression accurately describes the GT target, a plaid couch next to a fireplace. The baseline model failed by predicting a different piece of seating furniture (an armchair) located elsewhere in the room, demonstrating same-category instance confusion among multiple distractors."
hallu_000462_COCO_train2014_000000241342,COCO_train2014_000000241342.jpg,the person in front of the skateboard,t2_vqa_grounding,no,person,unclear,"only lower body visible: red-and-white striped pants, red shoes, red-and-white striped socks; no facial or upper-body cues",unclear,"[{""part"":""pants"",""value"":""red and white vertical stripes"",""confidence"":""high"",""evidence"":""clear alternating red and white bands running vertically""},{""part"":""socks"",""value"":""red and white horizontal stripes"",""confidence"":""high"",""evidence"":""distinct red and white bands around ankle/calf""},{""part"":""shoes"",""value"":""red"",""confidence"":""high"",""evidence"":""solid reddish-brown leather-like shoes""}]","[{""part"":""pants"",""value"":""fabric"",""confidence"":""medium"",""evidence"":""soft drape and slight wrinkling typical of woven fabric""},{""part"":""shoes"",""value"":""leather or synthetic leather"",""confidence"":""medium"",""evidence"":""smooth surface with subtle sheen and stitching details""}]","[{""attribute"":""pants are baggy/clown-style"",""confidence"":""high"",""evidence"":""excess fabric gathered at ankles, wide leg silhouette""}]","[{""value"":""standing"",""confidence"":""high"",""evidence"":""feet flat on ground, upright posture implied by leg alignment""}]","[{""atom"":""the person"",""type"":""object"",""verdict"":""supported"",""evidence"":""green box encloses a human lower body""}]","[{""atom"":""in front of the skateboard"",""type"":""relation"",""verdict"":""contradicted"",""evidence"":""skateboard is held by a different person to the left; no skateboard is behind the green-boxed person""}]",[],"[""red-and-white vertically striped baggy pants"", ""matching red-and-white horizontally striped socks"", ""red lace-up shoes"", ""position to the right of the skateboard-holding person""]",high,same_category_instance_confusion,"The referring expression 'the person in front of the skateboard' is spatially inaccurate for the GT target, as the skateboard is held by a different person to the left. The baseline model grounded the person actually interacting with the skateboard, leading to same-category instance confusion driven by the misleading relational cue in the query."
